cloud_only5,"{'time_now': '2022-03-14T03:04:42.681815', 'time_captured': '2022-03-14T03:04:39.444020', 'plate': 'NDP3545', 'lat': 14.6492368333333, 'lng': 121.068857166667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:42.933762', 'time_captured': '2022-03-14T03:04:39.644020', 'plate': 'NDP3545', 'lat': 14.6492368333333, 'lng': 121.068857166667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:43.612999', 'time_captured': '2022-03-14T03:04:40.244020', 'plate': 'NDP354', 'lat': 14.6493096666667, 'lng': 121.0688295}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:44.257611', 'time_captured': '2022-03-14T03:04:40.844020', 'plate': 'NDP3549', 'lat': 14.6493096666667, 'lng': 121.0688295}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:45.657212', 'time_captured': '2022-03-14T03:04:42.444020', 'plate': 'NDP3545', 'lat': 14.6494611666667, 'lng': 121.068762}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:45.938585', 'time_captured': '2022-03-14T03:04:42.644020', 'plate': 'NDP354', 'lat': 14.6494611666667, 'lng': 121.068762}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:47.262317', 'time_captured': '2022-03-14T03:04:43.844020', 'plate': 'NDP3545', 'lat': 14.6495368333333, 'lng': 121.068730833333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:48.258156', 'time_captured': '2022-03-14T03:04:44.844020', 'plate': 'NDP3545', 'lat': 14.6496111666667, 'lng': 121.068698333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:48.276481', 'time_captured': '2022-03-14T03:04:44.844020', 'plate': 'CAV8710', 'lat': 14.6496111666667, 'lng': 121.068698333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:48.600422', 'time_captured': '2022-03-14T03:04:45.244020', 'plate': 'CAV8710', 'lat': 14.6496753333333, 'lng': 121.068669333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:48.675301', 'time_captured': '2022-03-14T03:04:45.444020', 'plate': 'NDP3545', 'lat': 14.6496753333333, 'lng': 121.068669333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:48.693943', 'time_captured': '2022-03-14T03:04:45.444020', 'plate': 'CAV8710', 'lat': 14.6496753333333, 'lng': 121.068669333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:48.933844', 'time_captured': '2022-03-14T03:04:45.644020', 'plate': 'NDP3545', 'lat': 14.6496753333333, 'lng': 121.068669333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:48.952831', 'time_captured': '2022-03-14T03:04:45.644020', 'plate': 'CAV8710', 'lat': 14.6496753333333, 'lng': 121.068669333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:49.264209', 'time_captured': '2022-03-14T03:04:45.844020', 'plate': 'CAV8710', 'lat': 14.6496753333333, 'lng': 121.068669333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:49.283657', 'time_captured': '2022-03-14T03:04:45.844020', 'plate': 'WDP3545', 'lat': 14.6496753333333, 'lng': 121.068669333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:49.360068', 'time_captured': '2022-03-14T03:04:46.044020', 'plate': 'CAV8710', 'lat': 14.649727, 'lng': 121.068647666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:49.601982', 'time_captured': '2022-03-14T03:04:46.244020', 'plate': 'CAV8710', 'lat': 14.649727, 'lng': 121.068647666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:49.677221', 'time_captured': '2022-03-14T03:04:46.444020', 'plate': 'CAV8710', 'lat': 14.649727, 'lng': 121.068647666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:49.934356', 'time_captured': '2022-03-14T03:04:46.644020', 'plate': 'NDP3545', 'lat': 14.649727, 'lng': 121.068647666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:50.313618', 'time_captured': '2022-03-14T03:04:47.044020', 'plate': 'NDP3545', 'lat': 14.649759, 'lng': 121.068642833333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:50.600851', 'time_captured': '2022-03-14T03:04:47.244020', 'plate': 'NDP3545', 'lat': 14.649759, 'lng': 121.068642833333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:50.675115', 'time_captured': '2022-03-14T03:04:47.444020', 'plate': 'NDP3545', 'lat': 14.649759, 'lng': 121.068642833333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:50.933447', 'time_captured': '2022-03-14T03:04:47.644020', 'plate': 'NDP3545', 'lat': 14.649759, 'lng': 121.068642833333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:50.952585', 'time_captured': '2022-03-14T03:04:47.644020', 'plate': 'CAV8710', 'lat': 14.649759, 'lng': 121.068642833333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:51.252312', 'time_captured': '2022-03-14T03:04:47.844020', 'plate': 'NDP3545', 'lat': 14.649759, 'lng': 121.068642833333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:51.325418', 'time_captured': '2022-03-14T03:04:48.044020', 'plate': 'NDP3545', 'lat': 14.6497876666667, 'lng': 121.068637666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:51.344543', 'time_captured': '2022-03-14T03:04:48.044020', 'plate': 'CAV8710', 'lat': 14.6497876666667, 'lng': 121.068637666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:51.598087', 'time_captured': '2022-03-14T03:04:48.244020', 'plate': 'NDP3545', 'lat': 14.6497876666667, 'lng': 121.068637666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:51.616702', 'time_captured': '2022-03-14T03:04:48.244020', 'plate': 'CAV8710', 'lat': 14.6497876666667, 'lng': 121.068637666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:52.592005', 'time_captured': '2022-03-14T03:04:49.244020', 'plate': 'CAV8710', 'lat': 14.6498165, 'lng': 121.068631166667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:52.667642', 'time_captured': '2022-03-14T03:04:49.444020', 'plate': 'CAV8710', 'lat': 14.6498165, 'lng': 121.068631166667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:52.933623', 'time_captured': '2022-03-14T03:04:49.644020', 'plate': 'CAV8710', 'lat': 14.6498165, 'lng': 121.068631166667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:54.397711', 'time_captured': '2022-03-14T03:04:50.844020', 'plate': 'CAV8710', 'lat': 14.6498478333333, 'lng': 121.068619833333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:54.695235', 'time_captured': '2022-03-14T03:04:51.044020', 'plate': 'CAV8710', 'lat': 14.6498986666667, 'lng': 121.068611333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:54.937146', 'time_captured': '2022-03-14T03:04:51.644020', 'plate': 'CAV8710', 'lat': 14.6498986666667, 'lng': 121.068611333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:55.254919', 'time_captured': '2022-03-14T03:04:51.844020', 'plate': 'CAV8710', 'lat': 14.6498986666667, 'lng': 121.068611333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:55.331939', 'time_captured': '2022-03-14T03:04:52.044020', 'plate': 'CAV8710', 'lat': 14.6499588333333, 'lng': 121.068594333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:55.601060', 'time_captured': '2022-03-14T03:04:52.244020', 'plate': 'CAV8710', 'lat': 14.6499588333333, 'lng': 121.068594333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:55.676444', 'time_captured': '2022-03-14T03:04:52.444020', 'plate': 'CAV8710', 'lat': 14.6499588333333, 'lng': 121.068594333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:55.932232', 'time_captured': '2022-03-14T03:04:52.644020', 'plate': 'CAV8710', 'lat': 14.6499588333333, 'lng': 121.068594333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:56.262477', 'time_captured': '2022-03-14T03:04:52.844020', 'plate': 'CAV8710', 'lat': 14.6499588333333, 'lng': 121.068594333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:56.336988', 'time_captured': '2022-03-14T03:04:53.044020', 'plate': 'CAV8710', 'lat': 14.6500308333333, 'lng': 121.068577666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:56.602985', 'time_captured': '2022-03-14T03:04:53.244020', 'plate': 'CAV8710', 'lat': 14.6500308333333, 'lng': 121.068577666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:56.676712', 'time_captured': '2022-03-14T03:04:53.444020', 'plate': 'CAV8710', 'lat': 14.6500308333333, 'lng': 121.068577666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:56.930461', 'time_captured': '2022-03-14T03:04:53.644020', 'plate': 'CAV8710', 'lat': 14.6500308333333, 'lng': 121.068577666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:57.257627', 'time_captured': '2022-03-14T03:04:53.844020', 'plate': 'CAV8710', 'lat': 14.6500308333333, 'lng': 121.068577666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:57.333600', 'time_captured': '2022-03-14T03:04:54.044020', 'plate': 'CAV8710', 'lat': 14.6501081666667, 'lng': 121.0685535}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:57.603679', 'time_captured': '2022-03-14T03:04:54.244020', 'plate': 'CAV8710', 'lat': 14.6501081666667, 'lng': 121.0685535}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:57.679881', 'time_captured': '2022-03-14T03:04:54.444020', 'plate': 'CAV8710', 'lat': 14.6501081666667, 'lng': 121.0685535}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:57.932278', 'time_captured': '2022-03-14T03:04:54.644020', 'plate': 'CAV8710', 'lat': 14.6501081666667, 'lng': 121.0685535}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:58.261607', 'time_captured': '2022-03-14T03:04:54.844020', 'plate': 'CAV8710', 'lat': 14.6501081666667, 'lng': 121.0685535}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:58.337598', 'time_captured': '2022-03-14T03:04:55.044020', 'plate': 'CAV8710', 'lat': 14.6501973333333, 'lng': 121.068529333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:58.596918', 'time_captured': '2022-03-14T03:04:55.244020', 'plate': 'CAV8710', 'lat': 14.6501973333333, 'lng': 121.068529333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:58.671391', 'time_captured': '2022-03-14T03:04:55.444020', 'plate': 'CAV8710', 'lat': 14.6501973333333, 'lng': 121.068529333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:58.938838', 'time_captured': '2022-03-14T03:04:55.644020', 'plate': 'CAV8710', 'lat': 14.6501973333333, 'lng': 121.068529333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:59.255125', 'time_captured': '2022-03-14T03:04:55.844020', 'plate': 'CAV8710', 'lat': 14.6501973333333, 'lng': 121.068529333333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:59.332353', 'time_captured': '2022-03-14T03:04:56.044020', 'plate': 'CAV8710', 'lat': 14.6502916666667, 'lng': 121.068507666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:59.600907', 'time_captured': '2022-03-14T03:04:56.244020', 'plate': 'CAV8710', 'lat': 14.6502916666667, 'lng': 121.068507666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:59.677795', 'time_captured': '2022-03-14T03:04:56.444020', 'plate': 'CAV8710', 'lat': 14.6502916666667, 'lng': 121.068507666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:04:59.933362', 'time_captured': '2022-03-14T03:04:56.644020', 'plate': 'CAV8710', 'lat': 14.6502916666667, 'lng': 121.068507666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:05:00.260069', 'time_captured': '2022-03-14T03:04:56.844020', 'plate': 'CAV8710', 'lat': 14.6502916666667, 'lng': 121.068507666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:05:00.338512', 'time_captured': '2022-03-14T03:04:57.044020', 'plate': 'CAV8710', 'lat': 14.6503895, 'lng': 121.068492666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:05:00.595313', 'time_captured': '2022-03-14T03:04:57.244020', 'plate': 'CAV8710', 'lat': 14.6503895, 'lng': 121.068492666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:05:00.671509', 'time_captured': '2022-03-14T03:04:57.444020', 'plate': 'CAV8710', 'lat': 14.6503895, 'lng': 121.068492666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:05:00.689729', 'time_captured': '2022-03-14T03:04:57.444020', 'plate': 'NDP354', 'lat': 14.6503895, 'lng': 121.068492666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:05:00.938055', 'time_captured': '2022-03-14T03:04:57.644020', 'plate': 'CAV8710', 'lat': 14.6503895, 'lng': 121.068492666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:05:00.957056', 'time_captured': '2022-03-14T03:04:57.644020', 'plate': 'NDP3545', 'lat': 14.6503895, 'lng': 121.068492666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:05:01.259091', 'time_captured': '2022-03-14T03:04:57.844020', 'plate': 'CAV8710', 'lat': 14.6503895, 'lng': 121.068492666667}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:05:01.334476', 'time_captured': '2022-03-14T03:04:58.044020', 'plate': 'CAV8710', 'lat': 14.6504846666667, 'lng': 121.068472833333}",cloud,,
cloud_only5,"{'time_now': '2022-03-14T03:05:01.353628', 'time_captured': '2022-03-14T03:04:58.044020', 'plate': 'NDP3545', 'lat': 14.6504846666667, 'lng': 121.068472833333}",cloud,,
